"","Day","s","Location","ForkLength"
"100",3,2,"Montezuma",50.9274258954941
"101",4,2,"RioVista",50.9521560779579
"102",4,2,"Montezuma",50.9988137388451
"103",5,2,"RioVista",51.0038327155039
"104",5,2,"Montezuma",51.0905510183648
"105",6,2,"RioVista",51.06281458726
"106",6,2,"Montezuma",51.1839940001315
"107",7,2,"RioVista",51.1247555513025
"108",7,2,"Montezuma",51.2711634517409
"109",8,2,"RioVista",51.1871025220837
"110",8,2,"Montezuma",51.3450928835125
"111",9,2,"RioVista",51.2511798014011
"112",9,2,"Montezuma",51.4089961265637
"113",10,2,"RioVista",51.3154237995407
"114",10,2,"Montezuma",51.4769694408158
"115",11,2,"RioVista",51.378021201556
"116",11,2,"Montezuma",51.5515782693401
"117",12,2,"RioVista",51.4387490089401
"118",12,2,"Montezuma",51.623938513487
"119",13,2,"RioVista",51.4982038387104
"120",13,2,"Montezuma",51.6978526994849
"121",14,2,"RioVista",51.5566616635309
"122",14,2,"Montezuma",51.7745727133826
"123",15,2,"RioVista",51.6148991772071
"124",15,2,"Montezuma",51.8582387891836
"125",16,2,"RioVista",51.6722071059694
"126",16,2,"Montezuma",51.9419218870202
"127",17,2,"RioVista",51.7301324562133
"128",17,2,"Montezuma",52.0279815504462
"129",18,2,"RioVista",51.7888447121376
"130",18,2,"Montezuma",52.1262311552004
"131",19,2,"RioVista",51.8498109912439
"132",19,2,"Montezuma",52.2235419217557
"133",20,2,"RioVista",51.9121030294666
"134",20,2,"Montezuma",52.32457869895
"135",21,2,"RioVista",51.9741011935422
"136",21,2,"Montezuma",52.4254484210138
"137",22,2,"RioVista",52.0360840628559
"138",22,2,"Montezuma",52.5230609544065
"139",23,2,"RioVista",52.0972380391418
"140",23,2,"Montezuma",52.6185252447513
"141",24,2,"RioVista",52.1581135569742
"142",24,2,"Montezuma",52.7102002561137
"143",25,2,"RioVista",52.2189138390181
"144",25,2,"Montezuma",52.8007943926363
"145",26,2,"RioVista",52.2802930431966
"146",26,2,"Montezuma",52.8900168607265
"147",27,2,"RioVista",52.3422392087247
"148",27,2,"Montezuma",52.9815435202221
"149",28,2,"RioVista",52.4042745366981
"150",28,2,"Montezuma",53.076135079894
"151",29,2,"RioVista",52.4663328954431
"152",29,2,"Montezuma",53.172212797002
"153",30,2,"RioVista",52.5284344638289
"154",30,2,"Montezuma",53.270756219724
"155",31,2,"RioVista",52.5906252649102
"156",31,2,"Montezuma",53.3711710310641
"157",32,2,"RioVista",52.6529745074841
"158",32,2,"Montezuma",53.4748459008697
"159",33,2,"RioVista",52.7151317878694
"160",33,2,"Montezuma",53.5810507933921
"161",34,2,"RioVista",52.7766537831515
"162",34,2,"Montezuma",53.6872039896932
"163",35,2,"RioVista",52.8374835595306
"164",35,2,"Montezuma",53.7907852402152
"165",36,2,"RioVista",52.8974819681865
"166",36,2,"Montezuma",53.8919353916815
"167",37,2,"RioVista",52.9565597729264
"168",37,2,"Montezuma",53.9862774167822
"169",38,2,"RioVista",53.0145555366728
"170",38,2,"Montezuma",54.072541264356
"171",39,2,"RioVista",53.0712345608082
"172",39,2,"Montezuma",54.1517136773793
"173",40,2,"RioVista",53.1263161921385
"174",40,2,"Montezuma",54.2276257789603
"175",41,2,"RioVista",53.1800532259426
"176",41,2,"Montezuma",54.3067681830857
"177",42,2,"RioVista",53.2341616909569
"178",42,2,"Montezuma",54.397499260917
"179",43,2,"RioVista",53.2884061326571
"180",43,2,"Montezuma",54.4881017979302
"181",44,2,"RioVista",53.3429031593698
"182",44,2,"Montezuma",54.5792485594572
"183",45,2,"RioVista",53.3974934987369
"184",45,2,"Montezuma",54.6687048715367
"185",46,2,"RioVista",53.4521142067659
"186",46,2,"Montezuma",54.7574096182298
"187",47,2,"RioVista",53.5065172892778
"188",47,2,"Montezuma",54.8320913014845
"189",1,3,"RioVista",50.6129032258064
"190",1,3,"Montezuma",50.6129032258064
"191",2,3,"RioVista",50.8838143957671
"192",2,3,"Montezuma",50.8783630950197
"193",3,3,"RioVista",50.9069855292997
"194",3,3,"Montezuma",50.8930682004574
"195",4,3,"RioVista",50.9411422904157
"196",4,3,"Montezuma",50.9508004598993
"197",5,3,"RioVista",50.9988709663473
"198",5,3,"Montezuma",51.0398089381706
"199",6,3,"RioVista",51.0695854572303
"200",6,3,"Montezuma",51.1340341782026
"201",7,3,"RioVista",51.1463987012251
"202",7,3,"Montezuma",51.2225786743494
"203",8,3,"RioVista",51.2250266209469
"204",8,3,"Montezuma",51.2963202081903
"205",9,3,"RioVista",51.3069373650047
"206",9,3,"Montezuma",51.3593037525784
"207",10,3,"RioVista",51.389688431543
"208",10,3,"Montezuma",51.4312089481451
"209",11,3,"RioVista",51.4701719967954
"210",11,3,"Montezuma",51.5107365870894
"211",12,3,"RioVista",51.5477302086119
"212",12,3,"Montezuma",51.5876775910863
"213",13,3,"RioVista",51.6233469709739
"214",13,3,"Montezuma",51.6664127821484
"215",14,3,"RioVista",51.6973523481475
"216",14,3,"Montezuma",51.7479931911571
"217",15,3,"RioVista",51.7712432349089
"218",15,3,"Montezuma",51.8385118107478
"219",16,3,"RioVista",51.8438655146072
"220",16,3,"Montezuma",51.9274124323621
"221",17,3,"RioVista",51.9177629003212
"222",17,3,"Montezuma",52.0202552813153
"223",18,3,"RioVista",51.9932843283133
"224",18,3,"Montezuma",52.1277166894834
"225",19,3,"RioVista",52.0720450405589
"226",19,3,"Montezuma",52.238583237493
"227",20,3,"RioVista",52.1528718593352
"228",20,3,"Montezuma",52.3555861831695
"229",21,3,"RioVista",52.2337713783472
"230",21,3,"Montezuma",52.4734056765161
"231",22,3,"RioVista",52.3149308211514
"232",22,3,"Montezuma",52.5883925365534
"233",23,3,"RioVista",52.395300374643
"234",23,3,"Montezuma",52.7013463415628
"235",24,3,"RioVista",52.4754776283012
"236",24,3,"Montezuma",52.8108725978992
"237",25,3,"RioVista",52.5555842783102
"238",25,3,"Montezuma",52.9193769070487
"239",26,3,"RioVista",52.6361886998369
"240",26,3,"Montezuma",53.0265413408482
"241",27,3,"RioVista",52.7172255727037
"242",27,3,"Montezuma",53.1357874314186
"243",28,3,"RioVista",52.7982408612166
"244",28,3,"Montezuma",53.2478568695134
"245",29,3,"RioVista",52.8791968802984
"246",29,3,"Montezuma",53.3613440993694
"247",30,3,"RioVista",52.960059823606
"248",30,3,"Montezuma",53.4770894325709
"249",31,3,"RioVista",53.0408436901966
"250",31,3,"Montezuma",53.5945354768669
"251",32,3,"RioVista",53.1216333152162
"252",32,3,"Montezuma",53.7150424589933
"253",33,3,"RioVista",53.2020831295168
"254",33,3,"Montezuma",53.8378861676085
"255",34,3,"RioVista",53.2817884553468
"256",34,3,"Montezuma",53.9605858296877
"257",35,3,"RioVista",53.3606818051923
"258",35,3,"Montezuma",54.0807799839138
"259",36,3,"RioVista",53.4386164604167
"260",36,3,"Montezuma",54.198640104037
"261",37,3,"RioVista",53.5156093058561
"262",37,3,"Montezuma",54.3100840289366
"263",38,3,"RioVista",53.5916309705882
"264",38,3,"Montezuma",54.4137139690683
"265",39,3,"RioVista",53.6665888959006
"266",39,3,"Montezuma",54.5098382588072
"267",40,3,"RioVista",53.7402238773178
"268",40,3,"Montezuma",54.6008180140767
"269",41,3,"RioVista",53.81266970587
"270",41,3,"Montezuma",54.6917872237441
"271",42,3,"RioVista",53.8853488639095
"272",42,3,"Montezuma",54.7972016649798
"273",43,3,"RioVista",53.9580209055824
"274",43,3,"Montezuma",54.9043415402521
"275",44,3,"RioVista",54.0307505066378
"276",44,3,"Montezuma",55.0124025301454
"277",45,3,"RioVista",54.103349583503
"278",45,3,"Montezuma",55.1187390946456
"279",46,3,"RioVista",54.1757792989838
"280",46,3,"Montezuma",55.2242137535501
"281",47,3,"RioVista",54.2477550274646
"282",47,3,"Montezuma",55.3162490119306
"283",1,4,"RioVista",50.6129032258064
"284",1,4,"Montezuma",50.6129032258064
"285",2,4,"RioVista",50.896506135719
"286",2,4,"Montezuma",50.9194305772458
"287",3,4,"RioVista",50.9392573236167
"288",3,4,"Montezuma",50.9871229809611
"289",4,4,"RioVista",50.9836494666863
"290",4,4,"Montezuma",51.0621772159854
"291",5,4,"RioVista",51.0311635409826
"292",5,4,"Montezuma",51.1395359126525
"293",6,4,"RioVista",51.0812050735219
"294",6,4,"Montezuma",51.2158655066764
"295",7,4,"RioVista",51.1325560771368
"296",7,4,"Montezuma",51.2877944380412
"297",8,4,"RioVista",51.1840279433799
"298",8,4,"Montezuma",51.3521298432963
"299",9,4,"RioVista",51.2368275628319
"300",9,4,"Montezuma",51.4105579594724
"301",10,4,"RioVista",51.2899180617561
"302",10,4,"Montezuma",51.4685840112246
"303",11,4,"RioVista",51.341429732221
"304",11,4,"Montezuma",51.530206588447
"305",12,4,"RioVista",51.3912379251728
"306",12,4,"Montezuma",51.5903673164463
"307",13,4,"RioVista",51.4399440745279
"308",13,4,"Montezuma",51.6512384993633
"309",14,4,"RioVista",51.4877840190845
"310",14,4,"Montezuma",51.7137126102219
"311",15,4,"RioVista",51.5353097746217
"312",15,4,"Montezuma",51.779724474758
"313",16,4,"RioVista",51.5820364058794
"314",16,4,"Montezuma",51.8461800741126
"315",17,4,"RioVista",51.6290321530454
"316",17,4,"Montezuma",51.9134339430042
"317",18,4,"RioVista",51.6765065216193
"318",18,4,"Montezuma",51.9877913928
"319",19,4,"RioVista",51.7256846937255
"320",19,4,"Montezuma",52.0609126233704
"321",20,4,"RioVista",51.7761490441931
"322",20,4,"Montezuma",52.1369800746699
"323",21,4,"RioVista",51.8267128406688
"324",21,4,"Montezuma",52.2136530294033
"325",22,4,"RioVista",51.8777297771537
"326",22,4,"Montezuma",52.2885137316508
"327",23,4,"RioVista",51.9281683734892
"328",23,4,"Montezuma",52.3619082157608
"329",24,4,"RioVista",51.9787718025218
"330",24,4,"Montezuma",52.4333696633626
"331",25,4,"RioVista",52.0296509464495
"332",25,4,"Montezuma",52.5044284763662
"333",26,4,"RioVista",52.0813379033993
"334",26,4,"Montezuma",52.5748821808314
"335",27,4,"RioVista",52.1338640087161
"336",27,4,"Montezuma",52.647401742136
"337",28,4,"RioVista",52.186647573011
"338",28,4,"Montezuma",52.7220034596548
"339",29,4,"RioVista",52.2394168418191
"340",29,4,"Montezuma",52.7965058370193
"341",30,4,"RioVista",52.2924714153885
"342",30,4,"Montezuma",52.8719996606009
"343",31,4,"RioVista",52.3459099381622
"344",31,4,"Montezuma",52.948434934482
"345",32,4,"RioVista",52.3996369398806
"346",32,4,"Montezuma",53.0271902020998
"347",33,4,"RioVista",52.4534452759467
"348",33,4,"Montezuma",53.1084189524843
"349",34,4,"RioVista",52.506964022096
"350",34,4,"Montezuma",53.1899286326559
"351",35,4,"RioVista",52.5601830489188
"352",35,4,"Montezuma",53.2697491213251
"353",36,4,"RioVista",52.6130382091613
"354",36,4,"Montezuma",53.3476928903995
"355",37,4,"RioVista",52.6651519713868
"356",37,4,"Montezuma",53.4200105564821
"357",38,4,"RioVista",52.7160331262385
"358",38,4,"Montezuma",53.4854810089148
"359",39,4,"RioVista",52.7650325842815
"360",39,4,"Montezuma",53.5446197139461
"361",40,4,"RioVista",52.8117190901651
"362",40,4,"Montezuma",53.6003898165435
"363",41,4,"RioVista",52.8564139559308
"364",41,4,"Montezuma",53.6580807025034
"365",42,4,"RioVista",52.901617939769
"366",42,4,"Montezuma",53.7236858433641
"367",43,4,"RioVista",52.9471854783388
"368",43,4,"Montezuma",53.7904535875854
"369",44,4,"RioVista",52.9933333608274
"370",44,4,"Montezuma",53.859376553897
"371",45,4,"RioVista",53.0400169326406
"372",45,4,"Montezuma",53.9280896775031
"373",46,4,"RioVista",53.0870477951047
"374",46,4,"Montezuma",53.9967645165883
"375",47,4,"RioVista",53.1343779007144
"376",47,4,"Montezuma",54.056381715842
"377",1,5,"RioVista",50.6129032258064
"378",1,5,"Montezuma",50.6129032258064
"379",2,5,"RioVista",50.921708251008
"380",2,5,"Montezuma",50.941566384957
"381",3,5,"RioVista",50.9875787224218
"382",3,5,"Montezuma",51.0251702096227
"383",4,5,"RioVista",51.0581481107826
"384",4,5,"Montezuma",51.1341928331865
"385",5,5,"RioVista",51.1355153914166
"386",5,5,"Montezuma",51.2521268220078
"387",6,5,"RioVista",51.2159742520708
"388",6,5,"Montezuma",51.3694011119766
"389",7,5,"RioVista",51.2972828019503
"390",7,5,"Montezuma",51.4809056332077
"391",8,5,"RioVista",51.378137859736
"392",8,5,"Montezuma",51.5819230561125
"393",9,5,"RioVista",51.4595336247135
"394",9,5,"Montezuma",51.6747773820347
"395",10,5,"RioVista",51.5405814500077
"396",10,5,"Montezuma",51.7680337968072
"397",11,5,"RioVista",51.6206462983736
"398",11,5,"Montezuma",51.8665497012897
"399",12,5,"RioVista",51.6997623950896
"400",12,5,"Montezuma",51.9633342873207
"401",13,5,"RioVista",51.7781680402462
"402",13,5,"Montezuma",52.0613803215733
"403",14,5,"RioVista",51.8560610005237
"404",14,5,"Montezuma",52.1619173455155
"405",15,5,"RioVista",51.9336977030005
"406",15,5,"Montezuma",52.267467488915
"407",16,5,"RioVista",52.0107131956144
"408",16,5,"Montezuma",52.3740452137539
"409",17,5,"RioVista",52.087881728447
"410",17,5,"Montezuma",52.4818729362317
"411",18,5,"RioVista",52.1652227237928
"412",18,5,"Montezuma",52.5992172064379
"413",19,5,"RioVista",52.2438700847593
"414",19,5,"Montezuma",52.7133271866959
"415",20,5,"RioVista",52.3230556543015
"416",20,5,"Montezuma",52.8292235014975
"417",21,5,"RioVista",52.4015807012378
"418",21,5,"Montezuma",52.9441281031829
"419",22,5,"RioVista",52.4796554276516
"420",22,5,"Montezuma",53.0557229118472
"421",23,5,"RioVista",52.5569034693566
"422",23,5,"Montezuma",53.1653422423984
"423",24,5,"RioVista",52.6336040377111
"424",24,5,"Montezuma",53.2710576507481
"425",25,5,"RioVista",52.7099844664607
"426",25,5,"Montezuma",53.375580092665
"427",26,5,"RioVista",52.7866153334677
"428",26,5,"Montezuma",53.4786554937095
"429",27,5,"RioVista",52.86348185383
"430",27,5,"Montezuma",53.5835915452164
"431",28,5,"RioVista",52.9402812862418
"432",28,5,"Montezuma",53.691360845803
"433",29,5,"RioVista",53.0170653367885
"434",29,5,"Montezuma",53.8010937708534
"435",30,5,"RioVista",53.0937139294491
"436",30,5,"Montezuma",53.9134973796656
"437",31,5,"RioVista",53.1702375969862
"438",31,5,"Montezuma",54.0278357775232
"439",32,5,"RioVista",53.2467686088787
"440",32,5,"Montezuma",54.1451467036596
"441",33,5,"RioVista",53.3229684845977
"442",33,5,"Montezuma",54.2644162823616
"443",34,5,"RioVista",53.3984610848627
"444",34,5,"Montezuma",54.3835075367507
"445",35,5,"RioVista",53.4731767015628
"446",35,5,"Montezuma",54.5002135386867
"447",36,5,"RioVista",53.5469678015821
"448",36,5,"Montezuma",54.6148027806984
"449",37,5,"RioVista",53.6199099614134
"450",37,5,"Montezuma",54.7236038625109
"451",38,5,"RioVista",53.6920451924678
"452",38,5,"Montezuma",54.8256758618358
"453",39,5,"RioVista",53.7633921082134
"454",39,5,"Montezuma",54.9222826043018
"455",40,5,"RioVista",53.8337980237604
"456",40,5,"Montezuma",55.0175018485193
"457",41,5,"RioVista",53.9034257808118
"458",41,5,"Montezuma",55.1176918802243
"459",42,5,"RioVista",53.9732057441136
"460",42,5,"Montezuma",55.2265606728661
"461",43,5,"RioVista",54.0429161888411
"462",43,5,"Montezuma",55.3336612729898
"463",44,5,"RioVista",54.1126000050872
"464",44,5,"Montezuma",55.4400837741054
"465",45,5,"RioVista",54.1820782178876
"466",45,5,"Montezuma",55.5444170235701
"467",46,5,"RioVista",54.2513605899227
"468",46,5,"Montezuma",55.6477996101722
"469",47,5,"RioVista",54.3201519507861
"470",47,5,"Montezuma",55.7377811555667
"471",1,6,"RioVista",50.6129032258064
"472",1,6,"Montezuma",50.6129032258064
"473",2,6,"RioVista",50.9136144544301
"474",2,6,"Montezuma",50.9406022334274
"475",3,6,"RioVista",50.9718813092166
"476",3,6,"Montezuma",51.024571739727
"477",4,6,"RioVista",51.0343202368135
"478",4,6,"Montezuma",51.1322195768185
"479",5,6,"RioVista",51.1024209379365
"480",5,6,"Montezuma",51.2472464848994
"481",6,6,"RioVista",51.1732355628196
"482",6,6,"Montezuma",51.3609904556485
"483",7,6,"RioVista",51.2446803964254
"484",7,6,"Montezuma",51.4681437104864
"485",8,6,"RioVista",51.3154917351864
"486",8,6,"Montezuma",51.563769069113
"487",9,6,"RioVista",51.3867823965097
"488",9,6,"Montezuma",51.6504251153144
"489",10,6,"RioVista",51.4576371637196
"490",10,6,"Montezuma",51.7367190045891
"491",11,6,"RioVista",51.5274889830288
"492",11,6,"Montezuma",51.8288023107323
"493",12,6,"RioVista",51.5964242166165
"494",12,6,"Montezuma",51.9190032332495
"495",13,6,"RioVista",51.6646701401728
"496",13,6,"Montezuma",52.0106068450781
"497",14,6,"RioVista",51.732446314483
"498",14,6,"Montezuma",52.1050226211166
"499",15,6,"RioVista",51.7999636510672
"500",15,6,"Montezuma",52.2048421050424
"501",16,6,"RioVista",51.8668595911921
"502",16,6,"Montezuma",52.3060289869842
"503",17,6,"RioVista",51.9338994437162
"504",17,6,"Montezuma",52.4084404366798
"505",18,6,"RioVista",52.0010856044305
"506",18,6,"Montezuma",52.5213225188474
"507",19,6,"RioVista",52.0696818668431
"508",19,6,"Montezuma",52.6301248419788
"509",20,6,"RioVista",52.1388377307478
"510",20,6,"Montezuma",52.7407125087912
"511",21,6,"RioVista",52.2072362880769
"512",21,6,"Montezuma",52.8500670701892
"513",22,6,"RioVista",52.2751185466186
"514",22,6,"Montezuma",52.9556300735139
"515",23,6,"RioVista",52.342100990699
"516",23,6,"Montezuma",53.0589544583211
"517",24,6,"RioVista",52.4084814306438
"518",24,6,"Montezuma",53.1578245530518
"519",25,6,"RioVista",52.4745269512118
"520",25,6,"Montezuma",53.2553430520746
"521",26,6,"RioVista",52.5408888056599
"522",26,6,"Montezuma",53.3512288514284
"523",27,6,"RioVista",52.6075553359244
"524",27,6,"Montezuma",53.4492333128686
"525",28,6,"RioVista",52.6741919800756
"526",28,6,"Montezuma",53.5504656055948
"527",29,6,"RioVista",52.7408621025905
"528",29,6,"Montezuma",53.6539539331503
"529",30,6,"RioVista",52.8074275821817
"530",30,6,"Montezuma",53.7604936279095
"531",31,6,"RioVista",52.8739038218593
"532",31,6,"Montezuma",53.8692382013772
"533",32,6,"RioVista",52.9404438663745
"534",32,6,"Montezuma",53.9813413383173
"535",33,6,"RioVista",53.0066663229856
"536",33,6,"Montezuma",54.0956411954868
"537",34,6,"RioVista",53.0721458037069
"538",34,6,"Montezuma",54.209737116042
"539",35,6,"RioVista",53.136806934705
"540",35,6,"Montezuma",54.3211422701764
"541",36,6,"RioVista",53.2004870301723
"542",36,6,"Montezuma",54.4301656414914
"543",37,6,"RioVista",53.2632615682191
"544",37,6,"Montezuma",54.5326835437508
"545",38,6,"RioVista",53.325165130295
"546",38,6,"Montezuma",54.6276781488552
"547",39,6,"RioVista",53.3862141763949
"548",39,6,"Montezuma",54.7166458664229
"549",40,6,"RioVista",53.4462521921396
"550",40,6,"Montezuma",54.8042864872296
"551",41,6,"RioVista",53.5054806249072
"552",41,6,"Montezuma",54.8978315952289
"553",42,6,"RioVista",53.5649328746185
"554",42,6,"Montezuma",55.0008285550168
"555",43,6,"RioVista",53.6243605002711
"556",43,6,"Montezuma",55.1016594660748
"557",44,6,"RioVista",53.6838150641186
"558",44,6,"Montezuma",55.2016574824147
"559",45,6,"RioVista",53.7431004700071
"560",45,6,"Montezuma",55.2993100639502
"561",46,6,"RioVista",53.8022319423935
"562",46,6,"Montezuma",55.3959153640531
"563",47,6,"RioVista",53.8608852860981
"564",47,6,"Montezuma",55.4774969064195
"565",1,7,"RioVista",50.6129032258064
"566",1,7,"Montezuma",50.6129032258064
"567",2,7,"RioVista",50.8900463419723
"568",2,7,"Montezuma",50.8910004886182
"569",3,7,"RioVista",50.9205872315779
"570",3,7,"Montezuma",50.9188531353872
"571",4,7,"RioVista",50.9605446534137
"572",4,7,"Montezuma",50.9873390627931
"573",5,7,"RioVista",51.0186289897145
"574",5,7,"Montezuma",51.080358516656
"575",6,7,"RioVista",51.0858057446319
"576",6,7,"Montezuma",51.1763667426773
"577",7,7,"RioVista",51.1568229715233
"578",7,7,"Montezuma",51.2665321422392
"579",8,7,"RioVista",51.2286188785371
"580",8,7,"Montezuma",51.3433024304088
"581",9,7,"RioVista",51.3024486853513
"582",9,7,"Montezuma",51.4100727284886
"583",10,7,"RioVista",51.3765500491358
"584",10,7,"Montezuma",51.4826973399477
"585",11,7,"RioVista",51.4488852028777
"586",11,7,"Montezuma",51.5620116126966
"587",12,7,"RioVista",51.5191034388991
"588",12,7,"Montezuma",51.6389941927547
"589",13,7,"RioVista",51.5878653056573
"590",13,7,"Montezuma",51.7175065120355
"591",14,7,"RioVista",51.6554428587903
"592",14,7,"Montezuma",51.7986655930721
"593",15,7,"RioVista",51.7227968591196
"594",15,7,"Montezuma",51.8871464184551
"595",16,7,"RioVista",51.7891151984795
"596",16,7,"Montezuma",51.974981331391
"597",17,7,"RioVista",51.856176742209
"598",17,7,"Montezuma",52.0656037166354
"599",18,7,"RioVista",51.9241844563133
"600",18,7,"Montezuma",52.1686206906521
"601",19,7,"RioVista",51.9945412550275
"602",19,7,"Montezuma",52.2720854266369
"603",20,7,"RioVista",52.066263341802
"604",20,7,"Montezuma",52.3796654298428
"605",21,7,"RioVista",52.1377140499497
"606",21,7,"Montezuma",52.4872052579501
"607",22,7,"RioVista",52.2091094670439
"608",22,7,"Montezuma",52.5916594924255
"609",23,7,"RioVista",52.2796664734866
"610",23,7,"Montezuma",52.69403471915
"611",24,7,"RioVista",52.3498762292554
"612",24,7,"Montezuma",52.7927804904458
"613",25,7,"RioVista",52.4199095452239
"614",25,7,"Montezuma",52.8904016865594
"615",26,7,"RioVista",52.4903476664704
"616",26,7,"Montezuma",52.9866177671415
"617",27,7,"RioVista",52.5611579761127
"618",27,7,"Montezuma",53.0847979602502
"619",28,7,"RioVista",52.6319273200351
"620",28,7,"Montezuma",53.1857128330866
"621",29,7,"RioVista",52.7026294054616
"622",29,7,"Montezuma",53.2880588825816
"623",30,7,"RioVista",52.7732323501753
"624",30,7,"Montezuma",53.3926637823974
"625",31,7,"RioVista",52.8437612568751
"626",31,7,"Montezuma",53.4989346966123
"627",32,7,"RioVista",52.9143033373924
"628",32,7,"Montezuma",53.6081181198317
"629",33,7,"RioVista",52.9845255679438
"630",33,7,"Montezuma",53.7194488885074
"631",34,7,"RioVista",53.0540306681242
"632",34,7,"Montezuma",53.8305776168472
"633",35,7,"RioVista",53.122758215088
"634",35,7,"Montezuma",53.9392118004379
"635",36,7,"RioVista",53.1905707809335
"636",36,7,"Montezuma",54.0455294448529
"637",37,7,"RioVista",53.2574592285825
"638",37,7,"Montezuma",54.1455948675451
"639",38,7,"RioVista",53.3233625402274
"640",38,7,"Montezuma",54.2382186034546
"641",39,7,"RioVista",53.3881632653478
"642",39,7,"Montezuma",54.3241450615663
"643",40,7,"RioVista",53.4516276741732
"644",40,7,"Montezuma",54.4064904465773
"645",41,7,"RioVista",53.5139360593797
"646",41,7,"Montezuma",54.490834309863
"647",42,7,"RioVista",53.5764611578647
"648",42,7,"Montezuma",54.586884682097
"649",43,7,"RioVista",53.638977958511
"650",43,7,"Montezuma",54.68315177203
"651",44,7,"RioVista",53.7015639887814
"652",44,7,"Montezuma",54.7797637691955
